university_name
Adama Science and Technology University
Addis Ababa Science and Technology University
Addis Ababa University
Adigrat University
Ambo University
Arba Minch University
Assosa University
Axum University
Bahir Dar University
Bule Hora University
Debre Berhan University
Debre Markos University
Dilla University
Dire Dawa University
Ethiopian Civil Service University
Gambella University
Haramaya University
Hawassa University
Hope University College
Jimma University
Jigjiga University
Kotebe Metropolitan University
Madda Walabu University
Mekelle University
Metu University
Rift Valley University
Semera University
St. Mary's University
Unity University
University of Gondar
Wachemo University
Wollo University
Wolkite University
Wollega University
